



! Diffraction pattern from  CeO2 CuKalpha
#
     25.000   0.025  143.000
      12      16      10      13      10      12      10      12      15      10
      17      12      13      12      13       9      12      16      16      12
      17      10      12       7      10      17      12      12      10       6
      12      17      12      12      12      10      15       9      12      16
       9      13      19      10      12      15      20      15      10      17
      16      10      13      16       9      13       7       5      10      23
      17      10      15      13      12      12      10      12      13      12
      13      12      13       7      16      19      13      16      12       7
      12      16      15      19      22      15      12      19      12      16
      15      10      20      10      13      15      13      12      20      20
      16      21      23      12      15      15      12      16      13      19
      16      12      10      12      21      17      20      17      16      19
      23      21      13      28      28      27      20      27      32      30
      23      28      47      47      56      50      50      53      40      49
      46      59      44      65      65      75      84      90     125     158
     225     342     556     942    1823    2872    3294    2500    1436     858
     501     302     289     249     309     416     707    1122    1536    1398
    1036     605     361     225     129     100     100      60      59      62
      62      42      42      39      25      29      24      30      22      31
      20      27      12      19      26      29      25      20      22      23
      16       9      17      27      29      21      16      20      16      20
      19      15      16      10      16      15      12      16      12      17
       9      19      22      15       9      10      12      20      21      21
      12      16      10      15      10      19      16      16      12      10
      12      17      10      12      10      16       5      15       6      12
      16      20      16      10      13      10      12      12      15       6
      12      10      10      10      10      16       7      13      17      13
      10      13      12      12      10      13      10       7      10      10
      10      12      12       9      13       7      10      13       9      12
       5      10       9      13      10      12      15      12      10      10
      13      16      15      15       7      13      15      10      10       9
      10      16       7      16      12      10       6       6      10       7
      16       4       9      10      15       6      10      13       5      10
      12      10      16      12      10      15       9      12       9      12
      12      10      12       9      10       7      13      12       9       4
      12      12      10       7       7      10       9       9       4       6
      16       6      10      12      13      13      15      13      13      12
       6      10      15      12       7      20      10      16      12      12
      16      13      16       7      17      16      12      12       6      12
       6       7      10       9       4       6      16      10       9       9
      10      12       4      16      10      13      12      10      10       9
      12       9      13       4       7      13      12       2       7      12
       4       4      12      15       6       6      15      16      12      15
      12       7      15      10       6       7       7      12       6       7
      15      19      10       6      12      10       5      10      10      10
       5      12      13      16      12      10      12      10      13      10
      13      10      12      10      15      16      16      15       5      16
       6      12      10      10       9      12      12      19      10       6
       7      13      12      16      17      19      13      10      17      17
       4       6       5      15      10      16      10       4      12      21
      13      19      16      16      16      12      24      15      12       5
      10       6       7      12      10       9       9       9      20      13
       6      10      15       9       9       9      13      16      10      19
      10      12      13      10      10      16       7      10      10      20
      10      16      12      13      22      10      10      19      12      21
      10      10      15      16      15      12      16      15      10      10
      12      10      16      12      13       7      16       9      10      15
      12       5      12      13      16       9      13      16      22      16
      12      12      16      15       4      10      12      12      15      12
      12      17      16      19      16      20      12      10      22      16
      24      20      31      16      16      17      28      29      25      22
      21      32      27      34      27      28      30      33      46      40
      54      59      56      88     112     161     249     408     640    1011
    1122    1062     789     515     292     187     151     132     106     102
     114     123     196     278     416     561     515     470     309     204
     141      96      67      56      39      33      40      31      36      28
      29      25      33      16      15      19      20      10      17      17
      24      20      17      15      20      15      12      12      12      24
      10      16      17      16      17      21      19      17      24      17
      17       6      12      13      20      16      17      17      23      15
      19      10      13      12       9      19       9      15      13      19
      13      21      12       7      16      15      15      16      12      13
      13      10      21      12      16      10      10      12       7      16
      15      12      15      12      23      16      16      13      22      19
      15      16      15      16      20      16      10      16      16      16
      10      13      10      10      15      21      15      20      17       7
      21      17      16      13      12      12      16      15      16      16
      24      16      12      16      22      20      16       7      13      16
      21      21      12      16      23      17      20      16      16      15
      12      19      12      17      21      15      16      22      19      16
      12      20      17      15      17      20      17      16      16      16
      13      28      13      22      16      16      21      20      20       7
      16      12      16      16      20      16      21      13      33      20
      12      22      24      13      29      16      20      23      19      16
      21      16      15      17      16      20      20      17      17      13
      23      20      21      25      26      24      19      24      26      25
      32      16      16      19      20      22      16      20      24      12
      23      23      28      27      34      26      42      19      27      29
      28      25      29      26      25      29      29      24      27      36
      30      32      42      39      38      44      33      44      59      56
      42      53      47      53      39      46      50      46      60      53
      53      65      72      77      94      96      92     129     127     156
     193     213     338     441     630     912    1497    2440    3249    3445
    2894    1989    1310     912     635     453     349     299     262     256
     285     345     453     585     870    1232    1544    1560    1246     961
     595     462     309     216     156     161     121      86      98      88
      68      67      56      53      59      53      40      46      38      38
      31      33      31      44      46      38      22      37      36      22
      34      36      49      25      20      34      30      30      36      33
      21      32      26      33      31      33      34      32      32      38
      44      36      43      43      33      38      27      47      22      28
      32      32      38      46      50      47      51      53      59      72
      67      86      77     106     112     144     219     282     404     610
     973    1310    1584    1466    1069     718     497     334     302     184
     179     127     123     134     125     158     184     252     384     538
     670     723     686     488     376     246     176     132     108      82
      59      56      62      36      50      38      44      32      29      34
      29      33      21      27      28      30      20      29      19      25
      20      20      27      13      24      27      20      28      23      22
      20      20      19      30      17      17      32      29      16      22
      24      19      12      21      29      16      19      17      22      13
      19      22      15      19      12      16      12      20      24      21
      21      17      20      28      12      16      21      16      13      20
      15      15      21      21      23      13      19      29      17      21
      12      24      19      13      10      23      10      10      26      16
      15      21      20      12      12      16      21      17      28      16
      10      17      15      21      12      19      16      12      17      20
      12      17      16      12      10      16      16      19      15      12
      15      21      10      16      21      16      19      15      16      24
      15      16      19      16      13      16      15      12      16      20
      20      13      19      15      16      19      21      22      16      17
      22      10      16      23      16      12      15      17      13      22
      16      16      20      17      22      16      21      19      22      12
      19      20      19      13      16      13      23      12      17      16
      12      10      12      20      12      22      21      12      15      22
      25      24      13      23      15      20      16      16      17      10
      13      16      12      13      13      10      24      15      13      15
      16      16      10      13      17      21      16      12      13      17
      21      23      17      16      16      21      22      17      19      19
      15      12      21      15      26      17      15      23      24      12
      25      17      10      13      16      20      21      15      12      21
      13      23      16      20      10      15      12      16      16      16
      22      16      19      15      17      12      19      15      13      24
      22      16      22      13      23      16      15      16      12      17
      12       9      23      22      19      17      19      19      17      28
      16      20      12      25      16      17      23      23      22      16
      16      15      22      17      22      22      21      12      22      21
      16      13      16      19      21      22      24      12      13      16
      17      20      20      19      26      20      25      16      16      22
      23      26      21      12      21      19      24      26      20      20
      26      24      17      22      22      27      23      20      20      25
      21      23      25      21      19      17      23      28      20      19
      22      22      13      29      25      30      27      24      32      36
      30      38      27      32      31      34      36      51      24      30
      38      27      30      38      33      34      37      16      39      39
      36      37      50      38      56      44      56      56      59      59
      59      65      96     118     121     110     158     176     252     338
     441     645    1004    1521    1944    2061    1857    1489    1017     750
     538     445     338     240     213     187     141     144     125     136
     158     151     174     219     324     457     660     772     918     918
     795     691     470     338     262     213     156     136     110      86
      90      70      50      42      56      43      53      43      39      33
      32      40      37      43      42      25      30      27      29      33
      22      19      21      27      30      22      25      27      23      24
      23      23      15      28      19      15      22      22      22      26
      24      26      23      28      24      16      13      16      24      27
      19      25      29      23      17      20      19      21      17      24
      21      30      15      16      23      22      21      17      19      16
      22      20      17      12      24      29      19      16      26      12
      21      24      24      19      24      20      15      16      20      16
      21      20      19      12      15      19      17      15      23      16
      16      20      17      16      19      17      15      16      12      17
      16      25      27      23      25      20      15      16      26      19
      26      17      28      10      13      20      10      23      13      21
      23      16      17      22      26      28      21      20      17      22
      15      15      17      25      28      16      12      15      16      25
      26      13      26      23      23      12      12      23      21      24
      27      16      24      22      15      27      20      12      13      27
      16      26      29      15      21      21      13      16      13      26
      20      20      13      21      28      13      25      20      10      16
      21      29      13      20      23      27      20      15      19      16
      21      16      25      25      16      23      16      17      20      16
      28      13      26      27      22      29      21      20      17      19
      15      21      12      13      17      31      23      16      19      16
      16      16      10      19      27      19      15      23      15      24
      12      12      17      17      19      25      27      16      20      16
      29      23      13      28      21      22      20      22      19      26
      20      23      24      27      13      22      29      19      27      26
      16      30      24      32      24      17      23      27      28      16
      19      22      25      31      23      24      28      24      24      28
      29      32      30      43      38      44      24      38      37      23
      38      38      32      29      38      37      28      32      27      19
      34      26      24      32      37      44      30      31      33      38
      29      47      34      38      47      46      46      53      65      59
      73      79      79      92     100     118     144     169     207     252
     272     349     392     547     761    1043    1253    1406    1428    1239
    1135     876     660     492     392     361     278     210     210     148
     174     125     141     116     125     129     127     134     129     139
     182     210     265     309     432     497     595     655     625     600
     497     453     349     285     246     174     129     121     108      88
      81      68      56      62      53      50      51      49      56      34
      42      39      31      32      29      28      24      29      24      38
      28      38      37      32      33      28      32      33      32      34
      38      28      31      32      24      26      34      30      28      27
      30      37      31      43      39      32      30      24      32      29
      38      21      33      37      37      34      34      32      25      32
      27      31      37      40      26      34      27      31      40      38
      31      33      37      43      43      32      38      47      34      50
      44      44      68      73      53      64      72      88     100     104
     125     158     151     213     243     289     400     515     691     888
    1075    1211    1225    1004     882     670     561     432     349     285
     246     184     176     121     132     106     118      96      81      77
      70      82     100      96     114     112     136     163     169     210
     265     327     408     524     566     529     561     441     338     268
     228     193     161     144     100      90     104      59      56      60
      70      38      54      29      47      37      47      32      38      40
      33
