    1
 16-JUN-90 07:55:38  J.L.GAJUAN  AZUL-HOLMIO                                                             
  1  21195    1 numors summed: 
      808640.     300.    8.000  -69.860    0.000    0.000    0.000    0.000    0.200    1.944    1.937    2.081
 400     0.000     0.000     0.000     0.000     0.000 CALIBRATED WITH VANA NUMORS : 20017 TO 20032
 1    4666 1    4666 1    4516 1    4593 1    4536 1    4467 1    4517 1    4460 1    4393 1    4414
 1    4396 1    4235 1    4399 1    4312 1    4261 1    4270 1    4189 1    4158 1    4128 1    4178
 1    4325 1    4377 1    4351 1    4173 1    4071 1    4042 1    4009 1    4046 1    4271 1    4088
 1    4035 1    3910 1    3946 1    3868 1    3861 1    3952 1    3792 1    3900 1    3931 1    3930
 1    3862 1    3809 1    3830 1    3769 1    3836 1    3737 1    3827 1    3772 1    3771 1    3840
 1    3783 1    3692 1    3663 1    3677 1    3681 1    3675 1    3722 1    3568 1    3798 1    3785
 1    3664 1    3590 1    3808 1    3852 1    3790 1    3712 1    3848 1    3835 1    3972 1    3798
 1    3667 1    3834 1    3871 1    3757 1    3899 1    4038 1    4732 1    5712 1    5743 1    4845
 1    4606 1    4679 1    7028 1   29710 1   74053 1   75138 1   29191 1    6855 1    5211 1    4982
 1    4516 1    4488 1    4629 1    4641 1    5053 1    6145 1   15141 1   48426 1   68147 1   39325
 1    9819 1    5223 1    4756 1    4396 1    4238 1    4050 1    4143 1    4802 1    5212 1    4581
 1    4021 1    3846 1    3837 1    3798 1    3820 1    3978 1    3945 1    4194 1    4521 1    4923
 1    4017 1    3938 1    3950 1    3953 1    3914 1    3845 1    3949 1    3915 1    3918 1    4185
 1    4736 1    8991 1   16173 1   14849 1    6900 1    4397 1    3984 1    3984 1    4023 1    4230
 1    5149 1    5766 1    5439 1    4668 1    4105 1    3962 1    3861 1    3825 1    3939 1    3759
 1    3923 1    3695 1    3746 1    3630 1    3792 1    3856 1    3759 1    3859 1    3824 1    3674
 1    3689 1    3760 1    3747 1    3724 1    3846 1    3812 1    3839 1    3897 1    4014 1    4057
 1    4296 1    4303 1    4088 1    4076 1    4064 1    4111 1    4378 1    5318 1   12715 1   24751
 1   25165 1   14964 1    7714 1    5518 1    5479 1    6170 1    7372 1    6359 1    4373 1    3966
 1    4426 1    5149 1    5654 1    5040 1    4261 1    4158 1    4081 1    4151 1    5024 1   11425
 1   27507 1   32902 1   16484 1    6245 1    4958 1    4693 1    4198 1    4148 1    4002 1    3943
 1    4094 1    4179 1    4176 1    4540 1    7106 1   11054 1    9864 1    6134 1    4537 1    4394
 1    4888 1    8145 1   21058 1   36783 1   34158 1   16597 1    6691 1    4638 1    4312 1    4226
 1    4286 1    4324 1    5569 1    9450 1   12676 1    9837 1    5686 1    4541 1    5977 1    9129
 1   10337 1    7723 1    6843 1    8727 1   10685 1   10180 1    6757 1    4657 1    4027 1    3983
 1    4141 1    4280 1    4442 1    4306 1    4004 1    3873 1    3858 1    3808 1    3767 1    3723
 1    3941 1    3943 1    4030 1    4142 1    3909 1    3862 1    4000 1    4349 1    4541 1    4713
 1    4549 1    4068 1    3941 1    3774 1    3746 1    3630 1    3680 1    3946 1    3907 1    3858
 1    4280 1    3854 1    3907 1    3874 1    3773 1    3835 1    4167 1    4537 1    5089 1    5462
 1    5350 1    4747 1    4399 1    4488 1    5237 1    7167 1   10264 1   12505 1   13434 1   14190
 1   13833 1   14159 1   12019 1   12629 1   14964 1   15176 1   11661 1    7565 1    5014 1    4134
 1    3949 1    3920 1    3891 1    3887 1    3872 1    3919 1    3828 1    4034 1    4227 1    4835
 1    6055 1    8214 1   10183 1   10307 1    8772 1    6333 1    5173 1    5253 1    5929 1    6220
 1    5534 1    4657 1    4144 1    4023 1    4574 1    5668 1    7223 1    8438 1    8143 1    6678
 1    5447 1    4993 1    5930 1    7325 1    9251 1   13518 1   18791 1   21282 1   18785 1   12807
 1    8409 1    7949 1   10132 1   11442 1   10441 1    7999 1    5651 1    4822 1    5456 1    7642
 1   10795 1   13082 1   13462 1   11524 1    9035 1    7697 1    9288 1   12766 1   15499 1   15101
 1   11957 1    8213 1    5428 1    4470 1    5322 1    7952 1   11171 1   13024 1   12233 1    9739
 1    5209 1    4898 1    4484 1    5308 1    7127 1    9248 1   10427 1   10481 1    9233 1    8293
 1    8281 1    8502 1    8792 1    8702 1    8086 1    7275 1    6215 1    5289 1    4554 1    4554
     -1000
