Fe3O4() 1.8876A          SOPHIE JUAN   29-MAR-94  07:58:54 10507 to  10512
     100       0   0.100      10       0       0
   1.800
  12000.   3000.    0.00    0.00
 2    25 2    13 2    16 2    15 2    18 2    16 2    12 2    25 2    35 2    20
 2    21 2    42 2    33 2    37 2    35 2    24 2    33 2    37 2    34 2    75
 2    23 2    40 2    49 2    52 2    37 2    75 2    62 2    42 2    58 2    46
 2    46 2    71 2    54 2    35 2    53 2    58 2    40 2    63 2    79 2    73
 2    46 2    56 2    58 2    54 2    69 2    44 2    59 2    56 2    46 2    61
 2    67 2    46 2    55 2    31 2    57 2    49 2    42 2    64 2    37 2    59
 2    47 2    64 2    31 4    55 4    74 4    81 4    46 4    58 4    75 4    54
 4    59 4    56 4    55 4    64 4    55 4    56 4    49 4    55 4    46 4    49
 4    43 4    59 4    48 4    60 4    62 4    66 4    51 4    65 4    51 4    34
 4    52 4    49 4    45 4    57 4    55 4    43 4    52 4    58 4    36 4    51
 4    53 4    47 4    60 4    51 4    47 4    51 4    52 4    61 4    46 4    54
 4    44 4    49 4    48 4    54 4    51 4    33 4    34 4    50 4    52 4    49
 4    45 6    41 6    52 6    57 6    53 6    45 6    49 6    55 6    47 6    41
 6    47 6    48 6    46 6    47 6    48 6    49 6    46 6    49 6    46 6    51
 6    58 6    43 6    55 6    52 6    54 6    55 6    46 6    34 6    33 6    51
 6    47 6    54 6    43 6    45 6    43 6    51 6    51 6    42 6    45 6    56
 6    66 6    34 6    45 6    46 6    42 6    38 6    45 6    46 6    43 6    45
 6    53 6    55 6    49 6    44 6    44 6    47 6    48 6    42 6    43 6    42
 6    36 6    42 6    51 8    46 8    45 8    50 8    49 8    45 8    45 8    54
 8    61 8    69 8    59 8    96 8   104 8   147 8   178 8   223 8   282 8   341
 8   426 8   522 8   632 8   707 8   784 8   769 8   678 8   534 8   348 8   217
 8   115 8    90 8    88 8   103 8   119 8   145 8   151 8   163 8   165 8   173
 8   136 8   110 8    94 8    64 8    41 8    48 8    47 8    46 8    43 8    57
 8    51 8    50 8    55 8    45 8    57 8    58 8    66 8    66 8    83 8   108
 8    9510   12710   12610   13410   12210   11210    8710    6410    6110    54
10    4910    4610    4610    4810    5010    4310    4110    4410    4210    40
 9    43 9    45 9    40 9    45 9    48 9    46 9    48 9    51 9    52 9    46
 9    42 9    59 9    70 9    67 9    65 9    81 9    82 9    82 9    69 9    69
 9    74 9    70 9    54 9    47 9    40 9    41 9    48 9    45 9    43 9    46
 9    47 9    44 9    45 9    47 9    51 9    37 9    42 9    39 9    42 9    44
 9    5011    4311    4111    4311    3811    4511    4711    4611    4411    39
11    4311    5111    4511    4211    4911    4511    4911    4711    4311    38
11    4411    5111    4210    5410    4110    4710    4410    4610    3510    43
10    4610    4610    4210    4310    4710    5110    4810    5410    5210    42
10    6010    5110    5310    7010    8810   11410   14610   21810   29010   366
10   42410   44310   39110   28710   17510    9010    6110    4510    4910    47
10    4312    4512    4012    4612    5012    5112    5512    4812    4512    42
12    4412    3512    4312    4712    4312    4412    4612    4212    4212    42
12    4611    4611    4611    5211    6911    8311    9211   12211   15511   180
11   17711   15011   12711    9011    7111    5411    4711    5311    4911    48
11    5111    6011    5511    5811    5211    4711    5211    4711    5111    55
11    6911   11211   17511   27311   44711   68411   92911  110711  122911  1094
11   79213   45513   21313   10813    6513    4713    5313    4613    5113    53
13    5913    6013    4813    6813    9913   12613   17813   22313   26013   255
13   21713   15613    8312    6512    5012    4012    4712    4412    4812    46
12    4712    4312    4412    4612    5212    4112    4412    5012    4912    55
